#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-08-29T13:06:08 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d67c90162fd 
#INFO -out.max=unlimited 
#INFO queryParameters=19 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/yields}&key:source=J/MNRAS/403/1413/yields&HTTPPRM:&&-ref=VIZ5d67c90162fd&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=M0&-out=Mix&-out=Z0&-out=M1&-out=El&-out=A&-out=Yield&-out=M(i)lost&-out=M(i)0&-out=<X(i)>&-out=X0(i)&-out=f&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=J/MNRAS/403/1413/yields
#-order=I
#-out=M0
#-out=Mix
#Mix=n
#-out=Z0
#Z0=0.02
#-out=M1
#-out=El
#-out=A
#-out=Yield
#-out=M(i)lost
#-out=M(i)0
#-out=<X(i)>
#-out=X0(i)
#-out=f
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table J_MNRAS_403_1413_yields:
#Name: J/MNRAS/403/1413/yields
#Title: Stellar yields
#---Details of Columns:
#    M0 (solMass)       (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Mix                (A1)    Simbad column added by the CDS [ucd=stat.param]
#    Z0                 (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)       (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                 (a4)    Species i (2) [ucd=phys.atmol.element]
#    A                  (I2)    Atomic mass of the species i [ucd=phys.mass]
#    Yield (solMass)    (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass) (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)    (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    <X(i)>             (E9.2)  Average abundance of species i in the wind (mass fraction) [ucd=phys.abund]
#    X0(i)              (E9.2)  initial mass fraction of species i (mass fraction) [ucd=phys.mass]
#    f                  (E9.2)  Production factor, f=log10(<X(i)>/X0(i)) [ucd=arith.factor]
#----- - ------- ------ ---- -- --------- --------- --------- --------- --------- ---------
#M0    M                                                                                   
#(sol  i         M1 (so         Yield     M(i)lost  M(i)0                                  
#Mass) x Z0      lMass) El   A  (solMass) (solMass) (solMass) <X(i)>    X0(i)     f        
#----- - ------- ------ ---- -- --------- --------- --------- --------- --------- ---------
 4.00 n  0.0200  0.792 D     2  1.90e-17  1.90e-17  0.00e+00  5.93e-18  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 He    3  1.91e-04  1.91e-04  0.00e+00  5.95e-05  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 He    4  4.88e-02  9.89e-01  9.40e-01  3.08e-01  2.93e-01  2.20e-02
 4.00 n  0.0200  0.792 Li    7 -5.83e-09  1.51e-10  5.98e-09  4.71e-11  1.87e-09 -1.60e+00
 4.00 n  0.0200  0.792 Be    7  3.41e-12  3.41e-12  0.00e+00  1.06e-12  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 B     8  4.10e-27  4.10e-27  0.00e+00  1.28e-27  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 C    12  9.19e-03  1.89e-02  9.74e-03  5.90e-03  3.04e-03  2.89e-01
 4.00 n  0.0200  0.792 C    13  1.73e-04  2.90e-04  1.17e-04  9.04e-05  3.65e-05  3.94e-01
 4.00 n  0.0200  0.792 C    14  2.10e-08  2.10e-08  0.00e+00  6.53e-09  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 N    14  5.08e-03  8.63e-03  3.55e-03  2.69e-03  1.11e-03  3.86e-01
 4.00 n  0.0200  0.792 N    15 -7.63e-06  6.38e-06  1.40e-05  1.99e-06  4.37e-06 -3.42e-01
 4.00 n  0.0200  0.792 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 O    16 -1.68e-03  2.91e-02  3.08e-02  9.08e-03  9.61e-03 -2.43e-02
 4.00 n  0.0200  0.792 O    17  4.82e-05  6.07e-05  1.25e-05  1.89e-05  3.89e-06  6.87e-01
 4.00 n  0.0200  0.792 O    18 -2.02e-05  4.94e-05  6.96e-05  1.54e-05  2.17e-05 -1.49e-01
 4.00 n  0.0200  0.792 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 F    19  2.25e-06  3.55e-06  1.30e-06  1.11e-06  4.06e-07  4.37e-01
 4.00 n  0.0200  0.792 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Ne   20 -2.70e-06  5.20e-03  5.20e-03  1.62e-03  1.62e-03 -2.53e-04
 4.00 n  0.0200  0.792 Ne   21  1.18e-06  1.44e-05  1.33e-05  4.50e-06  4.13e-06  3.70e-02
 4.00 n  0.0200  0.792 Ne   22  1.13e-03  1.55e-03  4.18e-04  4.82e-04  1.30e-04  5.68e-01
 4.00 n  0.0200  0.792 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Na   22  1.58e-16  1.58e-16  0.00e+00  4.91e-17  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Na   23  5.51e-05  1.62e-04  1.07e-04  5.06e-05  3.34e-05  1.80e-01
 4.00 n  0.0200  0.792 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Mg   24 -1.44e-05  1.64e-03  1.65e-03  5.11e-04  5.16e-04 -3.82e-03
 4.00 n  0.0200  0.792 Mg   25  4.09e-05  2.58e-04  2.17e-04  8.05e-05  6.78e-05  7.48e-02
 4.00 n  0.0200  0.792 Mg   26  5.12e-05  3.01e-04  2.49e-04  9.37e-05  7.77e-05  8.10e-02
 4.00 n  0.0200  0.792 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Al   26  2.73e-07  2.73e-07  0.00e+00  8.50e-08  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Al   27  6.54e-06  1.93e-04  1.87e-04  6.02e-05  5.82e-05  1.49e-02
 4.00 n  0.0200  0.792 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Si   28  2.10e-07  2.10e-03  2.10e-03  6.54e-04  6.54e-04  1.62e-05
 4.00 n  0.0200  0.792 Si   29  9.49e-07  1.11e-04  1.10e-04  3.46e-05  3.43e-05  3.70e-03
 4.00 n  0.0200  0.792 Si   30  2.11e-06  7.77e-05  7.56e-05  2.42e-05  2.36e-05  1.20e-02
 4.00 n  0.0200  0.792 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Si   32  2.33e-13  2.33e-13  0.00e+00  7.26e-14  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 P    31  2.15e-07  2.64e-05  2.62e-05  8.24e-06  8.17e-06  3.52e-03
 4.00 n  0.0200  0.792 P    32  5.95e-17  5.95e-17  0.00e+00  1.85e-17  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 P    33  5.22e-38  5.22e-38  0.00e+00  1.63e-38  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 S    32 -1.97e-06  1.27e-03  1.27e-03  3.96e-04  3.97e-04 -6.99e-04
 4.00 n  0.0200  0.792 S    33  1.98e-07  1.06e-05  1.04e-05  3.29e-06  3.23e-06  8.18e-03
 4.00 n  0.0200  0.792 S    34  3.97e-08  6.00e-04  6.00e-04  1.87e-04  1.87e-04  1.50e-06
 4.00 n  0.0200  0.792 S    35  7.93e-08  7.93e-08  0.00e+00  2.47e-08  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Fe   54 -2.41e-06  2.27e-04  2.29e-04  7.07e-05  7.15e-05 -4.61e-03
 4.00 n  0.0200  0.792 Fe   55  6.41e-07  6.41e-07  0.00e+00  2.00e-07  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Fe   56 -1.78e-05  3.74e-03  3.76e-03  1.17e-03  1.17e-03 -2.09e-03
 4.00 n  0.0200  0.792 Fe   57  7.26e-06  9.90e-05  9.18e-05  3.09e-05  2.86e-05  3.30e-02
 4.00 n  0.0200  0.792 Fe   58  9.91e-06  2.18e-05  1.19e-05  6.79e-06  3.71e-06  2.63e-01
 4.00 n  0.0200  0.792 Fe   59  4.83e-39  4.83e-39  0.00e+00  1.51e-39  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Fe   60  3.64e-07  3.64e-07  0.00e+00  1.14e-07  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Co   59  1.97e-06  1.28e-05  1.08e-05  3.98e-06  3.37e-06  7.27e-02
 4.00 n  0.0200  0.792 Co   60  1.31e-12  1.31e-12  0.00e+00  4.08e-13  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Co   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Ni   58 -1.77e-06  1.57e-04  1.59e-04  4.90e-05  4.95e-05 -4.89e-03
 4.00 n  0.0200  0.792 Ni   59  1.47e-07  1.47e-07  0.00e+00  4.60e-08  0.00e+00  0.00e+00
 4.00 n  0.0200  0.792 Ni   60  6.00e-07  6.35e-05  6.29e-05  1.98e-05  1.96e-05  4.09e-03
 4.00 n  0.0200  0.792 Ni   61  1.08e-05  1.36e-05  2.76e-06  4.24e-06  8.61e-07  6.92e-01
 4.00 n  0.0200  0.792 Ni   62 -8.92e-06  8.99e-09  8.92e-06  2.80e-09  2.78e-06 -3.00e+00
 4.50 n  0.0200  0.852 g     1  3.59e-07  5.66e-07  2.07e-07  1.55e-07  5.67e-08  4.37e-01
 4.50 n  0.0200  0.852 n     1  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 p     1 -1.09e-01  2.40e+00  2.51e+00  6.58e-01  6.88e-01 -1.92e-02
 4.50 n  0.0200  0.852 D     2  2.06e-17  2.06e-17  0.00e+00  5.64e-18  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 He    3  1.67e-04  1.67e-04  0.00e+00  4.58e-05  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 He    4  9.43e-02  1.16e+00  1.07e+00  3.19e-01  2.93e-01  3.67e-02
 4.50 n  0.0200  0.852 Li    7 -5.83e-10  6.22e-09  6.80e-09  1.71e-09  1.87e-09 -3.89e-02
 4.50 n  0.0200  0.852 Be    7  1.85e-09  1.85e-09  0.00e+00  5.06e-10  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 B     8  9.12e-25  9.12e-25  0.00e+00  2.50e-25  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 C    12  8.48e-03  1.96e-02  1.11e-02  5.36e-03  3.04e-03  2.47e-01
 4.50 n  0.0200  0.852 C    13  2.80e-04  4.13e-04  1.33e-04  1.13e-04  3.65e-05  4.92e-01
 4.50 n  0.0200  0.852 C    14  3.53e-08  3.53e-08  0.00e+00  9.67e-09  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 N    14  6.43e-03  1.05e-02  4.03e-03  2.87e-03  1.11e-03  4.14e-01
 4.50 n  0.0200  0.852 N    15 -1.52e-05  6.94e-07  1.59e-05  1.90e-07  4.37e-06 -1.36e+00
 4.50 n  0.0200  0.852 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 O    16 -2.34e-03  3.27e-02  3.50e-02  8.96e-03  9.61e-03 -3.00e-02
 4.50 n  0.0200  0.852 O    17  4.33e-05  5.75e-05  1.42e-05  1.58e-05  3.89e-06  6.07e-01
 4.50 n  0.0200  0.852 O    18 -2.57e-05  5.34e-05  7.91e-05  1.46e-05  2.17e-05 -1.71e-01
 4.50 n  0.0200  0.852 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 F    19  1.94e-06  3.42e-06  1.48e-06  9.38e-07  4.06e-07  3.64e-01
 4.50 n  0.0200  0.852 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Ne   20 -4.48e-06  5.91e-03  5.91e-03  1.62e-03  1.62e-03 -3.56e-04
 4.50 n  0.0200  0.852 Ne   21  3.77e-06  1.88e-05  1.51e-05  5.17e-06  4.13e-06  9.70e-02
 4.50 n  0.0200  0.852 Ne   22  9.90e-04  1.47e-03  4.76e-04  4.02e-04  1.30e-04  4.89e-01
 4.50 n  0.0200  0.852 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Na   22  2.51e-14  2.51e-14  0.00e+00  6.88e-15  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Na   23  6.69e-05  1.89e-04  1.22e-04  5.18e-05  3.34e-05  1.90e-01
 4.50 n  0.0200  0.852 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Mg   24 -2.17e-05  1.86e-03  1.88e-03  5.10e-04  5.16e-04 -5.06e-03
 4.50 n  0.0200  0.852 Mg   25  5.97e-05  3.07e-04  2.47e-04  8.41e-05  6.78e-05  9.40e-02
 4.50 n  0.0200  0.852 Mg   26  9.56e-05  3.79e-04  2.84e-04  1.04e-04  7.77e-05  1.26e-01
 4.50 n  0.0200  0.852 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Al   26  4.33e-07  4.33e-07  0.00e+00  1.19e-07  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Al   27  1.14e-05  2.24e-04  2.12e-04  6.13e-05  5.82e-05  2.28e-02
 4.50 n  0.0200  0.852 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Si   28  2.07e-06  2.39e-03  2.39e-03  6.55e-04  6.54e-04  3.49e-04
 4.50 n  0.0200  0.852 Si   29  1.50e-06  1.27e-04  1.25e-04  3.47e-05  3.43e-05  5.15e-03
 4.50 n  0.0200  0.852 Si   30  3.38e-06  8.93e-05  8.60e-05  2.45e-05  2.36e-05  1.67e-02
 4.50 n  0.0200  0.852 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Si   32  2.12e-12  2.12e-12  0.00e+00  5.82e-13  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 P    31  4.33e-07  3.02e-05  2.98e-05  8.29e-06  8.17e-06  6.23e-03
 4.50 n  0.0200  0.852 P    32  5.42e-16  5.42e-16  0.00e+00  1.49e-16  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 P    33  2.61e-29  2.61e-29  0.00e+00  7.15e-30  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 S    32 -2.87e-06  1.44e-03  1.45e-03  3.96e-04  3.97e-04 -8.91e-04
 4.50 n  0.0200  0.852 S    33  1.76e-07  1.20e-05  1.18e-05  3.28e-06  3.23e-06  6.41e-03
 4.50 n  0.0200  0.852 S    34  8.64e-08  6.83e-04  6.83e-04  1.87e-04  1.87e-04  2.80e-05
 4.50 n  0.0200  0.852 S    35  1.25e-07  1.25e-07  0.00e+00  3.42e-08  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Fe   54 -2.70e-06  2.58e-04  2.61e-04  7.07e-05  7.15e-05 -4.55e-03
 4.50 n  0.0200  0.852 Fe   55  4.33e-07  4.33e-07  0.00e+00  1.19e-07  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Fe   56 -2.41e-05  4.25e-03  4.27e-03  1.16e-03  1.17e-03 -2.49e-03
 4.50 n  0.0200  0.852 Fe   57  6.52e-06  1.11e-04  1.04e-04  3.04e-05  2.86e-05  2.63e-02
 4.50 n  0.0200  0.852 Fe   58  1.36e-05  2.71e-05  1.35e-05  7.43e-06  3.71e-06  3.02e-01
 4.50 n  0.0200  0.852 Fe   59  1.60e-30  1.60e-30  0.00e+00  4.38e-31  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Fe   60  1.31e-06  1.31e-06  0.00e+00  3.60e-07  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Co   59  3.33e-06  1.56e-05  1.23e-05  4.28e-06  3.37e-06  1.04e-01
 4.50 n  0.0200  0.852 Co   60  5.13e-12  5.13e-12  0.00e+00  1.41e-12  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Co   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Ni   58 -1.96e-06  1.79e-04  1.81e-04  4.90e-05  4.95e-05 -4.76e-03
 4.50 n  0.0200  0.852 Ni   59  1.09e-07  1.09e-07  0.00e+00  2.99e-08  0.00e+00  0.00e+00
 4.50 n  0.0200  0.852 Ni   60  9.28e-07  7.25e-05  7.16e-05  1.99e-05  1.96e-05  5.57e-03
 4.50 n  0.0200  0.852 Ni   61  1.42e-05  1.73e-05  3.14e-06  4.75e-06  8.61e-07  7.42e-01
 4.50 n  0.0200  0.852 Ni   62 -1.01e-05  1.16e-08  1.01e-05  3.19e-09  2.78e-06 -2.94e+00
 5.00 n  0.0200  0.879 g     1  4.47e-07  6.81e-07  2.34e-07  1.65e-07  5.67e-08  4.64e-01
 5.00 n  0.0200  0.879 n     1  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 p     1 -1.82e-01  2.65e+00  2.83e+00  6.44e-01  6.88e-01 -2.89e-02
 5.00 n  0.0200  0.879 D     2  2.05e-17  2.05e-17  0.00e+00  4.97e-18  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 He    3  8.25e-05  8.25e-05  0.00e+00  2.00e-05  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 He    4  1.68e-01  1.38e+00  1.21e+00  3.34e-01  2.93e-01  5.64e-02
 5.00 n  0.0200  0.879 Li    7  1.64e-08  2.41e-08  7.69e-09  5.84e-09  1.87e-09  4.96e-01
 5.00 n  0.0200  0.879 Be    7  3.50e-08  3.50e-08  0.00e+00  8.49e-09  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 B     8  1.14e-23  1.14e-23  0.00e+00  2.76e-24  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 C    12  2.81e-03  1.53e-02  1.25e-02  3.72e-03  3.04e-03  8.79e-02
 5.00 n  0.0200  0.879 C    13  2.40e-03  2.55e-03  1.51e-04  6.19e-04  3.65e-05  1.23e+00
 5.00 n  0.0200  0.879 C    14  2.81e-08  2.81e-08  0.00e+00  6.83e-09  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 N    14  1.19e-02  1.64e-02  4.56e-03  3.99e-03  1.11e-03  5.57e-01
 5.00 n  0.0200  0.879 N    15 -1.76e-05  3.52e-07  1.80e-05  8.53e-08  4.37e-06 -1.71e+00
 5.00 n  0.0200  0.879 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 O    16 -3.64e-03  3.59e-02  3.96e-02  8.72e-03  9.61e-03 -4.19e-02
 5.00 n  0.0200  0.879 O    17  3.90e-05  5.50e-05  1.60e-05  1.33e-05  3.89e-06  5.35e-01
 5.00 n  0.0200  0.879 O    18 -8.85e-05  8.84e-07  8.94e-05  2.15e-07  2.17e-05 -2.00e+00
 5.00 n  0.0200  0.879 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 F    19  1.93e-06  3.60e-06  1.67e-06  8.74e-07  4.06e-07  3.34e-01
 5.00 n  0.0200  0.879 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Ne   20 -8.64e-06  6.67e-03  6.68e-03  1.62e-03  1.62e-03 -5.88e-04
 5.00 n  0.0200  0.879 Ne   21  5.19e-06  2.22e-05  1.70e-05  5.39e-06  4.13e-06  1.15e-01
 5.00 n  0.0200  0.879 Ne   22  8.79e-04  1.42e-03  5.37e-04  3.44e-04  1.30e-04  4.21e-01
 5.00 n  0.0200  0.879 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Na   22  3.58e-11  3.58e-11  0.00e+00  8.68e-12  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Na   23  8.97e-05  2.28e-04  1.38e-04  5.52e-05  3.34e-05  2.18e-01
 5.00 n  0.0200  0.879 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Mg   24 -2.24e-05  2.10e-03  2.12e-03  5.10e-04  5.16e-04 -4.64e-03
 5.00 n  0.0200  0.879 Mg   25  5.71e-05  3.36e-04  2.79e-04  8.16e-05  6.78e-05  8.08e-02
 5.00 n  0.0200  0.879 Mg   26  1.13e-04  4.33e-04  3.20e-04  1.05e-04  7.77e-05  1.31e-01
 5.00 n  0.0200  0.879 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Al   26  5.93e-07  5.93e-07  0.00e+00  1.44e-07  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Al   27  1.36e-05  2.53e-04  2.40e-04  6.15e-05  5.82e-05  2.40e-02
 5.00 n  0.0200  0.879 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 5.00 n  0.0200  0.879 Si   28  3.37e-06  2.70e-03  2.70e-03  6.55e-04  6.54e-04  5.16e-04
 5.00 n  0.0200  0.879 Si   29  1.68e-06  1.43e-04  1.41e-04  3.47e-05  3.43e-05  5.11e-03
 5.00 n  0.0200  0.879 Si   30  3.72e-06  1.01e-04  9.71e-05  2.45e-05  2.36e-05  1.63e-02
